Data,Label
অর্থহীন হেঁয়ালি; অসংলগ্ন কথাবার্তা; কথার কোন মাথামুণ্ড নেই; পাগলের প্রলাপ; অর্থহীন আজেবাজে কথা বললে এই প্রবাদ বলা হয়।,Literal
এই সাত কাজের লোকেরা ঠিকঠাক কাজ করলে প্রশংসা পায় না; কিন্তু একটু ভুল হলেই নিন্দার ঝড় বয়ে যায়।,Literal
সহজলভ্য জিনিসের আকর্ষণ বা মূল্য নেই; সমতুল্য- 'কালিঘাটের মানুষ কালীদর্শন করে নঢ়;'গির্জার পাশের মানুষ গির্জায় যায় না'; 'মক্কার মানুষ হজ্জ পায় না';'যত মন্দিরের কাছে তত ঈশ্বর থেকে দূরে' ইত্যাদি।,Literal
অন্যের ক্ষতি করলে নিজেরও ক্ষতি হয়; সমতুল্য-'আয়না যেমুখ দেখে সেইমুখ দেখায়'; 'ইট মারলে পাটকেল খেতে হয়'; 'ক্রিয়ার প্রতিক্রিয়া থাকে'; 'চড় মারলে চড় খেতে হয়';'ধ্বনির প্রতিধ্বনি আছে/থাকে' ইত্যাদি।,Literal
অলভ্য জিনিস মন্দ হয়; মন্র সান্ত্বনা; সমতুল্য-'কর্তা পান না তাই খান না'।,Literal
ক্ষুদ্র প্রচেষ্টায় বিরাট কাজ সম্পন্ন করার প্রয়াস,Literal
অবৈধপথে দ্রুত উন্নতি লাভ।,Literal
হঠাৎ বিশালী; অল্পদিনে নির্ধনের ধন হলে বিদ্রূপে এই প্রবচন ব্যবহৃত হয়।,Literal
আচরণ থেকেই স্বভাব গড়ে ওঠে।,Literal
অভ্যাস বা আচরণ সহজে ছাড়া যায় না; আমরা সবাই গুটিপোকার মত নিজের সূতায় নিজে বাঁধা;,Literal
অনুশাসন না মানলে জীবনে ভোগান্তি আছে।,Literal
"আচারসর্বস্ব ব্যক্তি, যে যুক্তির ধার ধারে না।",Literal
সর্ব্যবগুণসম্পন্ন/সম্পন্না।,Literal
কাজ থাকলে আগে থেকেই প্রস্তুতি নিতে হয়।,Literal
"গরু আছে অথচ চাষ করে না, তার অভাব কখনই যাবে না; পরিশ্রমবিনা সৌভাগ্য আসেনা।",Literal
ভাগ্য না থাকলে সম্পদ ঠেকেও ভোগ হয় না।,Literal
সবদিন কারো সমান যায় না; সমতুল্য- 'চক্রবৎ পরিবর্তন্তে দুখানি চ সুখানি চ'; 'চিরদিন কারো সমান নাহি যায়'; পাঠান্তর- 'আজ রাজা কাল ভিখারী ফুটানি করে দিন দুচারি'; 'আজ যে রাজা কাল সে ফকির'।,Literal
"আজকের কথা আজ ভাব, কালকের কথা কাল হবে; অনিশ্চিতের পিছনে ছোটা নেই।",Literal
কোনরকমে দিন চলে; সমতুল্য- 'দিন আনে দিন খায়'; সম্পর্কীত প্রবাদ- 'নূন আনতে পান্তা ফুরায়'।,Literal
ঠাণ্ডামাথায় বুদ্ধি খোলে; রক্ত গরম হলে বুদ্ধি গলে।,Literal
যতদূর সম্ভব নগদ অর্থে কাজ-কারবার করার পরামর্শ।,Literal
সময়ের কাজ সময়ে না করলে উল্টোবিপত্তি হতে পারে সেই সম্পর্কে চেতাবনি; কাউকে বারবার সাবধান করা সত্বেও না শুনলে এই প্রবাদ ব্যবহৃত হয়।,Literal
দুঃসহ জীবনযন্ত্রণা; ভোগান্তির দিনগুলি যেন কাটতেই চায় না।,Literal
ব্যবহারগুণে ব্যক্তির চরিত্র পরিবর্তিত হয়।,Literal
আজ আমীর/বাদশা কাল ফকির'- দ্রষ্টব্য,Literal
"আগে পাজি, পরে কাজী, পরে হাজী, শেষে গাজী- দ্রষ্টব্য",Literal
অনিষ্ট হওয়ার সম্ভাব্য সকল পথ বন্ধ করা; প্রস্তুতি নেওয়া; (উৎসকাহিনী- তবলার আনুসঙ্গিকসরঞ্জাম থেকে প্রবাদটির উৎপত্তি হয়েছে; তবলার গায়ে ছোটছোট ঘুঁটি বাঁধার জন্য ঘুঁটির ওপর চামড়ায় থাকা দুটি ফিতার মধ্যস্থ চাকের অংশকে ঘাট বলে; প্রতিটি তবলাতে আটটি ঘাট থাকে। দুটি ফিতার মাঝখানে আটটি ঘুঁটি আটকানো থাকে; কোন ঘাট বেসুরে না বাজার জন্য তবলাবাদক বাজনা শুরুর আগে হাতুড়ি দিয়ে ঘুঁটিগুলিকে ঠুকেঠুকে সুর বেঁধে নেয়। তার থেকেই প্রবাদটির উৎপত্তি।,Literal
দক্ষতা ও নৈপুণ্য থাকলে বা চৌকশ হলেপরে দুরূহ কাজ করতে যাওয়া উচিত।,Literal
অতিশয় দীর্ঘসূত্রতা; সমতুল্য- 'বত্রিশ দিনে মাস ফুরায়'।,Literal
অল্প আয়োজনে সব প্রয়োজন মেটাবার আপ্রাণ চেষ্টা; সামান্য উপায়ে বিশাল কাজ সম্পাদনের চেষ্টা; সমতুল্য- আঙুল ঘুরিয়ে পাঁচিল দেওয়ার চেষ্টা'।,Literal
অল্প পরিমাণ দ্রব্য পাওয়ার জন্য অনেক দাবীদার; ফলে সকলের মধ্যে কাড়াকাড়ি; যোগান অত্যল্প চাহিদা প্রচুর হলে সকলের মধ্যে কাড়াকাড়ি পড়ে যায়; এমন পরিস্থিতির উদভব হলে প্রবাদটি ব্যবহৃত হয়; সমতুল্য- 'এক আনার সৌ বীমার'; 'একরত্তি সোনা স্যাঁকরা হাজার জনা'।,Literal
অল্পদিনের ফুটফুটানি।,Literal
দৈর্ঘ্যে নাই প্রস্থেও নাই।,Literal
"কাজে নেই, অকাজে দড়।",Literal
ভীষণ শত্রুতা করা।,Literal
প্রাণপণ চেষ্টা করা।,Literal
ভীষণ শত্রুতা করা।,Literal
সাধারণে দাঁত দিয়ে যা করে বৃদ্ধ শ্রীরাম মাড়িতে তাই করে; অপরে আয়াসে এবং সুবিধা পেলে যে কাজ করে ব্যক্তিবিশেষে অসুবিধাসত্বেও সেই কাজ অনায়াসে সম্পন্ন করে।,Literal
ক্রমশঃ দাগী আসামীতে পরিণত; সামান্য অপরাধ করতে করতে শেষে বিরাট অপরাধ করে ফেলে।,Literal
অসমর্থের পক্ষে নিয়ম খাটে না; রোগীর পক্ষে উপবাস নিয়ম নিষিদ্ধ; সংস্কৃত পাঠান্তর- 'আতুরে নিয়মো নাস্তি'।,Literal
নিজের দোষ দেখে না পরের দোষ খুঁজে বেড়ায়; সমতুল্য- 'আপনার কথা কয় না শালী পরকে বলে টেবোগালী'; 'চালুনি বলে ছুঁচ তোর মার্গে কেন ছেঁদা'; 'চোখ নিজেকে দেখতে পায় না'; পাঠান্তর- 'আত্মচ্ছিদ্রং ন জানাতি পরচ্ছিদ্রং পদেপদে'।,Literal
শুধু নিজেরটা হলেই হল এমন ভাবনা সঙ্কীর্ণমনের পরিচয়।,Literal
নিজেকে জানাই প্রথম কাজ।,Literal
(যেকোন মূল্যে) নিজেকে সর্বদা রক্ষা করবে; তারপর স্ত্রী ও ধনাদি রক্ষা করবে; সমতুল্য- আপনি বাঁচলে বাপের নাম'; 'চাচা আপন প্রাণ বাঁচা'।,Literal
যিনি সকলপ্রাণীকে আত্মসম বিবেচনা করেন তিনি পণ্ডিত।,Literal
"আপনার মত জগৎ দেখা; যে যেরূপ প্রকৃতির ব্যক্তি সে জগতের সকলকে সেইরূপ জ্ঞান করে; গুণী কোন নির্গুণ খুঁজে পায় না, নির্গুণ আবার কোন গুণী খুঁজে পায় না; পাঠান্তর-'আত্মবৎ মন্যতে জগৎ'।",Literal
নিজের বুদ্ধি কল্যাণকর; সম্পর্কীত প্রবাদ- 'পরবুদ্ধিঃ বিনাশায়'; 'স্ত্রীবুদ্ধি প্রলয়ঙ্করী'।-,Literal
নিজের জীবনকে সর্বদা রক্ষা করবে; পরে ধন পরিজন রক্ষা করবে; এটাই ধর্ম; তুলনীয়- 'আপনি বাঁচলে বাপের নাম'; 'চাচা আপন প্রাণ বাঁচা'।,Literal
আপনি বাঁচলে বাপের নাম; নিজেকে দিয়েই দানছত্র শুরু করা উচিত; দাতব্য ঘরেই শুরু হয়।,Literal
প্রচণ্ড ভয়ে বিবর্ণ; প্রাণপাখি উড়ে গেছে।,Literal
নিজের জীবন রক্ষার্থে পার্থিব সবকিছু পরিত্যাগ করবে।,Literal
বেয়াদব যা করে তার উল্টোটাই হল আদবকায়দা।,Literal
দজ্জাল শাশুড়িদের প্রতি বক্রোক্তি।,Literal
আদর যখন করে ফুটকড়াইয়ের মত ভরে দেয়; তিরস্কার যখন করে ঢেঁকিতে চাল কোটার মত কোটে; সবতাতেই বাড়াবাড়ি; আদিখ্যেতা।,Literal
প্রশ্রয়ে চরিত্রগুণ নষ্ট হয়।,Literal
"প্রীতিভরে খাওয়ালে প্রীতিতেই পেট ভরে যায়, ব্যঞ্জনে নজর থাকে না; সমতুল্য- 'বড়লোকের ভুরিভোজ থেকে গরিবের শাকান্ন ভাল', 'রাজার ভুরিভোজ থেকে বিদুরের শাকান্ন ভাল' ইত্যাদি; পাঠান্তর- 'আদরের ডাল-ভাতও ভাল, বিনা আদরের ঘি-ভাতও ভাল না'।",Literal
আদা্র ঔষধি গুণ এমন যে আদা খেলে যে কোন রোগ অর্ধেক ভালো হয়ে যায়।,Literal
আদা ও কাঁচকলা একসাথে সিদ্ধ হয় না; সুতরাং পরস্পর বিরুদ্ধগুণবিশিষ্ট; চির বৈরীভাব; স্বভাব-শত্রুতা,Literal
কার্যসিদ্ধির জন্য কষ্ট করে প্রাণপণ চেষ্টা করা; দৃঢ়সংকল্পে উদ্যমের সাথে কাজে লাগা; পূর্ণোদ্যমে কাজে লাগা; সমস্ত বাধা অতিক্রম করে কোন কাজ সম্পন্ন করার চেষ্টা; সমার্থক বাগধারা- উঠে পড়ে লাগা,Literal
গুণহীন পুরুষের রাগরূপ ঝাল বেশী।,Literal
আদা কাঁচা অবস্থায় যেমন ঝাল শুকালেও তেমনই ঝাল থাকে;দ্রব্যের স্বাভাবিক ধর্ম কোনকালেই লোপ পায় না; দুষ্টলোক দমিত হলেও দুষ্টবুদ্ধি ছাড়ে না; সমতুল্য- 'কয়লা ধুলেও ময়লা যায় না'; 'মূলো খেলে মূলোর ঢেঁকুর ওঠে'; 'যার যা রীত ছাড়ে কদাচিৎ'; 'রসুন ধুলেও গন্ধ যায় না';'স্বভাব যায় না মলে' ইত্যাদি।,Literal
বুনোগাঁয়ে শিয়ালকেই বাঘ বলে মনে হয়; যেখানে বিদ্বান লোক নেই সেখানে অল্পবিদ্বানেরা পাণ্ডিত্য ফলায়; সমতুল্য- 'দূর্বাবনে খটাশই বাঘ'; 'বনগাঁয়ে শিয়াল রাজা'; 'ভেড়ার গোয়ালে বাছুর মোড়ল'; 'নিরস্তপাদপদেশে এড়েণ্ডোহপি দ্রূমায়তে';'সোঁদর বনে বানর রাজা ইত্যাদি।,Literal
আদা রেচক কাঁচকলা ধারক; দু'য়ে একসাথে সিদ্ধ হয় না; তাদের মধ্যে চিরবৈরীতা তিক্তসম্পর্ক; তারা শত্রুভাবাপন্ন ও বিরুদ্ধ স্বভাবযুক্ত; সমতুল্য- অহিনকুলসম্পর্ক; দা-কুমড়া সম্পর্ক; বাঘে-গরুতে সম্পর্ক; বুনো ওল-বাঘা তেঁতুলসম্পর্ক;; সাপ-নেউল সম্পর্ক (আধা কাঁচকলা সম্পর্ক দ্রষ্টব্য),Literal
তুচ্ছলোকেরা বড় ব্যাপারে নাক গলায়; অনধিকার চর্চার বিষয়; সমতুল্য-'বামন হয়ে চাঁদ ধরতে চায়'; 'ভিক্ষা করতে এসে গাঁয়ের খবর নেয়'; 'মশা এসে হাতীর ওজন জানতে চায়' ইত্যাদি।,Literal
ভেবে কূলকিনারা পাওয়া যাচ্ছে না; সমস্যার অন্ত নেই।,Literal
কুলের কথা শুনতে কারও ভাল লাগে না; মানুষ অতীত ঘাটতে চায় না; অতীত ঘাটলে অনেক অপ্রীতিকর কথা সামনে এসে যায়; তাতে মানুষ রুষ্ট হয়।,Literal
অত্যন্ত আদরে পালিত সন্তান; লাই দিয়ে যার ইহকাল পরকাল ঝরঝরে করা হয়েছে; সমতুল্য- 'আলালের ঘরের দুলাল।',Literal
আগে একদম দেখেনি এমন কিছু দেখলে মানুষ সাধারণতঃ প্রথমে একটু বাড়াবাড়ি করে ফেলে।,Literal
অতিবৃদ্ধব্যক্তি; থুত্থুড়ে বুড়ো।,Literal
"জাতিবিরোধসম্পর্ক, যেখানে একটা কাঁচকলাকেও অর্ধেক করে ভাগ করা হয়; ফলে জাতিগতবৈরিতা সৃষ্টি হয়; সমতুল্য- 'তেলের শিশি ভাঙল বলে খুকুর পরে রাগ কর; তোমরা যে সব ধেড়েখোকা ভারত ভেঙে ভাগ কর'- অন্নদাশঙ্কর রায়।",Literal
"আধাখেঁচড়া; অসম্পূর্ণ; বটের, তিতির ইত্যাদি পাখী সম্পূর্ণ নয়; তারা আধা-খেচর।",Literal
বেশি টানাটানি করলে সূতা ছিঁড়ে যায়; বাড়াবাড়ি ভাল নয়; সমতুল্য- 'কষতে কষতে বাঁধন ছেঁড়ে'; 'ভাল নয় অতিশয়'; 'সর্বম অত্যন্তম গর্হিতম'।,Literal
কাঁচামাল আনো জিনিস নিয়ে যাও; পণ্যবিনিময় প্রথা,Literal
কালা; উল্টোপাল্টা শোনে।,Literal
"অন্যান্য নারীরা সংসারের নানাচিন্তায় ব্যস্ত থাকে; যে নারীর সতীন আছে, সে স্বামীছাড়া অন্য কিছু ভাবতে পারে না।",Literal
নিজের লোকেরাই বেশি আঘাত হানে; রক্তের সম্পর্কের লোকেরা বেশি অনিষ্ট করে; সমতুল্য- 'আপন থেকে পর ভাল'; 'ভাই ভাই ঠাঁই ঠাঁই'; 'যত রক্তের কাছাকাছি তত রক্তারক্তি' ইত্যাদি।,Literal
মনের আনন্দে কাজ করতে করতে কীভাবে যে সময় কেটে যায় বা কিভাবে যে কাজ সম্পন্ন হয়ে যায় তা বোঝা যায় না।,Literal
"পরছিদ্রান্বেষী; নিজের দোষ না দেখে পরের দোষ খুঁজে বেড়ায়; সমতুল্য-'চালুনি বলে ছুঁচ তোর পিছন দেখি ছ্যাঁদা';'চালুনি বলে ধুচুনিভায়া তুমি বড় ফুটো';'ঝাঁজরি বলে খৈ-চালা, তুই বেজায় ফোঁড়ওয়ালা'; 'নিজের পাছায় ন'মণ গু আমারে বলে তোর খান ধু'; 'হাঁড়ি বলে কড়াই তোর পিছনটা বড় কালা' ইত্যাদি।",Literal
অসারের মেলায় গুণের কদর নেই।,Literal
এমন অরাজক অবস্থা যে মুড়ি মুড়কির একদর; কোথাও চূড়ান্ত অপশাসন দেখা দিলে এই প্রবাদ ব্যবহার করা হয়।,Literal
দোকানদার অন্ধ; খরিদ্দার কালা- দুইই সমান অপদার্থ।,Literal
আপৎকালে নানাপ্রকার বৈরিতা উৎপন্ন হয়; তুলনীয়- 'ক্ষতে প্রহারা নিপতন্তি'; 'ছিদ্রেস্বনর্থা বহুলী ভবন্তী'; 'ধনক্ষয়ে মুর্ছতি জাঠরাগ্নি'।,Literal
ভালোর চোখে সবই ভালো; যে নিজে ভালো সে সবকে ভালো দেখে এবং সবাই তাকে ভালো দেখে।,Literal
কাছের মানুষ কখনো দূরের হয় না; সমতুল্য-'বসূধৈব কুটুম্বম'; বিরুদ্ধ প্রবাদ-'আপন থেকে পর ভাল'; 'কাছের লোক কাছের নয়'; 'বারো রাজপুতের তেরো হাঁড়ি';'ভাইভাই ঠাঁই ঠাঁই';'যত রক্তের কাছাকাছি তত রক্তারক্তি' ইত্যাদি।,Literal
নিজের আয়ত্বে কাউকে পেলে আর ছেড়ে কথা নেই; তাকে নিয়ে যা ইচ্ছা তাই করা যায়।,Literal
"সবাই নিজের স্বার্থ দেখে, পরার্থের কথা ভাবেই না।",Literal
নিজের ঘরে সবাই রাজা; নিজের এলাকায় সবাই কর্তৃত্ব ফলায়; নিজের গণ্ডীতে সবাই নিজেকে বড় মনে করে; জিন্দি পাঠান্তর- 'আপনা মহল্লামে কুত্তা শের'।,Literal
"যেখানে নিজের অনুরোধ রক্ষা হয় না সেখানে অপরকে দিয়ে কোন কাজ করার ব্যর্থ চেষ্টা; যখন আগে থেকেই অনুমান করা যায় যে কারো প্রচেষ্ঠা ব্যর্থ হবে, তখন তার প্রচেষ্টাকে ব্যঙ্গ করে এই প্রবাদ বলা হয়; সমতুল্য-'মনিব গেলে ঘোল পায় না বেঁশোকে পাঠায় দুধের তরে'।",Literal
নিজের ঘরের মত সুন্দর স্থান জগতে নেই।,Literal
নিজের ঘরে যেমন প্রভুত্ব করা যায় অন্যত্র তেমন পারা যায় না।,Literal
নিজের জিনিস খারাপ বলে বিক্রেতা দাম কমায় না।,Literal
"নিজের কাজে মন দেওয়া উচিৎ; পরনিন্দা, পরচর্চা করা কাম্য নয়।",Literal
নিজের লোক নিজের হয় না; অনেকক্ষেত্রেই আত্মীয় উপেক্ষা করে; অনাত্মীয়রা সাহায্যের হাত বাড়ায়; সমতুল্য-'বারো রাজপুতের তেরো হাঁড়ি';'ভাইভাই ঠাঁইঠাঁই';'যতই রক্তের কাছাকাছি তঈই রক্তারক্তি' ইত্যাদি; বিরুদ্ধ উক্তি- 'আপন কখনো পর হয় না'; 'বসূধৈব কুটুম্বম' ইত্যাদি।,Literal
হাততালি দিলে ছাগল পালায় এবং তাকে ধরতে কষ্ট হয়; নিজে সাবধান থেকে পরের অনিষ্ট করলে এই প্রবাদ ব্যবহৃত হয়।,Literal
লোকে নিজের দোষ দেখে না শুধু পরের দোষ খুঁজে বেড়ায়; সমতুল্য- ছুঁচ বলে চালুনি তোর পিছন কেন ছ্যাঁদা?,Literal
খ্যাঁদা নাক দর্শন বিদেশযাত্রার পক্ষে অশুভ বিবেচনা করা হয়; তাই নিজের নাক কেটে পরের যাত্রা ভঙ্গ করার চেষ্টা; নিজের অনিষ্ট করে পরের অনিষ্ট করার অপচেষ্টা।,Literal
এক জ্যোতিষী নিজের পাঁজি অন্যকে দেওয়ায় গণনা করতে পারে না; ফলে তার রুজিরোজগার বন্ধ হয়ে যায়; অন্যের উপকার করতে গিয়ে কেউ নিজের ক্ষতি করলে তার অবস্থা বর্ণনা করতে এই প্রবাদ বলা হয়; পাঠান্তর- 'আপন/আপনার পাঁজি পরকে দিয়ে দৈবজ্ঞ বেড়ায় পথে পথে'।,Literal
স্ব-ইচ্ছা কাজ করার পক্ষে ওকালতি; নিজের অধিকারে থাকা সব কাজ স্বাধীনভাবে করা যায়।,Literal
"স্বার্থপর অহঙ্কারী নারীরা নিজের রূপকে ভুলে গিয়ে পরের রূপ বিচার করতে যায়, যা উচিত নয়।",Literal
নির্বুদ্ধিবশতঃ জেনেশুনে নিজের ক্ষতি করা।,Literal
নিজের বুদ্ধিতে চলা ভালো; পরের বুদ্ধিতে চলা ঠিক নয়; পরের বুদ্ধিতে চলে যদি কোন ক্ষতি হয় তবে আফশোসের সীমা থাকে না।,Literal
"নিজের বুদ্ধি অনেক ভালো; ভাল হোক বা মন্দ হোক অনেকে এই গোঁ ধরেই কাজ করে; পাঠান্তর- 'আপন বুদ্ধিতে ভাত, পরের বুদ্ধিতে হা-ভাত'।",Literal
নিজের স্বার্থের দিকে ষোলআনা নজর; পরের স্বার্থ চুলোক যাক।,Literal
ক্রেতা হলোে ওজনে ঝুঁকতি চায়; বিক্রেতা হলোে পাল্লার কাঁটার দিকে নজর রাখে; আপনার দিকে ঝোঁক বেশি রাখে পরকে দেয় সামান্য।,Literal
একপেশে সঙ্কীর্ণ বিচার; ন্যায্য দাবীদারকে উপেক্ষা করে অপর কাউকে সাহায্য করা; বৌয়ের আঁচলধরা ব্যক্তি; যখন কোন ন্যায্য দাবীকে উপেক্ষা করে কেউ অপরকে সাহায্য করে তখন তাকে তিরস্কার করতে এই প্রবাদ ব্যবহৃত হয়; পাঠান্তর- 'আপন ভাই ভাত পায় না শালার তরে মণ্ডা'।,Literal
ভালোর চোখে সবই ভাল; হিন্দি পাঠান্তর- 'আপ ভলা তো জগ ভলা'।,Literal
যার বিন্দুমাত্র বোধজ্ঞান আছে সেও নিজের স্বার্থটা ভালো বোঝে; সম্পর্কীত প্রবাদ- 'জাতে মাতাল তালে ঠিক'।,Literal
নিজের মান নিজের আশ্রয়।,Literal
ঘরের কুৎসা বাইরে প্রচার করতে নেই।,Literal
নিজের সম্মান নিজে বাঁচাও।,Literal
নিজের ঘরে সবাই রাজা; নিজের এলাকায় সবাই কর্তৃত্ব ফলায়; পাঠান্তর-আপনা মহল্লামে কুত্তা শের,Literal
হরিণের শত্রু তার নিজের মাংস;,Literal
কারো কোন ভালকাজ যখন ক্ষতিকর হয়ে দাঁড়ায় তখন প্রবাদটি ব্যবহৃত হয়।,Literal
আত্মপ্রশংসা করা; সজ্জন লোকের আত্মপ্রশংসা করা উচিত নয়।,Literal
খুব কৃপণস্বভাবের লোক; কাউকে কিছু দিতে হলোে একেবারে ঠুঁটো (হস্তহীন) জগন্নাথ হয়ে পড়ে।,Literal
"নিজের সব জিনিস ভালো, সমর্পযায়ের পরের সব জিনিস খারাপ; পরের জিনিসকে ঘৃণা করার প্রবণতাকে ব্যঙ্গ করতে এই প্রবাদ বলা হয়।",Literal
নিজেকে যে বড় বলে সে তত ছোট হয়; 'মানুষ হল ভগ্নাংশের মত; লব হল সে নিজে এবং হর হল সে নিজেকে যা ভাবে; নিজেকে সে যত বড় ভাবে ততই সে ছোট হতে থাকে'- টলস্টয়।,Literal
"এই সংসারে আমার তোমার বলে কিছু নেই, সবই অনিত্য।",Literal
সন্ন্যাসীর কাছে লেঙ্গট আর কটিবন্ধই সব; শে অন্যলোকসম্পর্কে ভাবনা-চিন্তাহীন; শুধু নিজের চিন্তাতেই মগ্ন; নিজের পাওনাটা হলেই হল।,Literal
নিজের ছিদ্র জানে না পরের ছিদ্র খুঁজে বেড়ায়; সমতুল্য- 'চালুনী বলে সুঁই তোর মার্গে কেন ছেঁদা'; 'চালুনী বলে ধুচুনিভাই তুমি বড় ফুটো'; আত্মচ্ছিদ্রং ন জানাতি পরচ্ছিদ্রং পদেপদে' ইত্যাদি।,Literal
নিজেই নিজের গুণগান করে; নিজের কথা পুনঃপুনঃ উল্লেখ করে; নিজের বক্ত্যব্যকে গুরুত্ব দেয়; পাঠান্তর- 'আপনার কথা পাঁচকাহন'।,Literal
"এই সংসারে তোমার আমার বলে কিছু নেই, সবই অনিত্য; এ মায়া প্রপঞ্চময়।",Literal
নিজের সব ভালো; পরের সব খারাপ; পাঠান্তর- 'আপনার ঘামে/বগলে গন্ধ নেই পরের ঘামে/বগলে গন্ধ'।,Literal
নিজের জিনিস কেউ খারাপ বলে না।,Literal
নিজের দোষ কেউ দেখে না।,Literal
নিজের কাজ কর পরের কাজে নাক গলিয়ো না।,Literal
আমার নিজের বা আমার আপন জন ধারণাটাই সম্পূর্ণ ভ্রান্ত বা মিথ্যা।,Literal
নিজের দোষ দেখে না পরের দোষ খোঁজে; সমতুল্য- চালুনি করে ছুঁচের বিচার'; 'কাঁঠাল ভাই তুমি বড় খসখসে';'ঝাঁজরি বলে খৈচালা তুই বেজায় ফোঁড়ওয়ালা';'নিজের পাছায় ন'মন গু আমারে বলে তোরখান ধু' ইত্যাদি।,Literal
মন্দ হলেও নিজের বস্তু ভালো; ভালো হলেও পরের বস্তু মন্দ; নিজের ছেলের প্রতি যত্ন-আত্তি; পরের ছেলের প্রতি তুচ্ছতাচ্ছিল্য।,Literal
পরের অনিষ্ট হয় হোক নিজের স্বার্থ বজায় থাকলেই হলো।,Literal
আত্মপ্রশংসায় পঞ্চমুখ।,Literal
আগে অধিকার ছেড়ে পরে হাহুতাশ করে; সম্পদ বিলিয়ে দিলে শেষে পরের অনুগ্রহে বাঁচতে হয়; পাঠান্তর- 'আপনার ধন পরকে দিয়ে মর এখন পাত কুড়িয়ে'।,Literal
নিজের ক্ষতি স্বীকার করে পরের ক্ষতি করা।,Literal
অন্যের উপকার করতে গিয়ে নিজের ক্ষতি করা; প্রয়োজনীয় জিনিস পরের হাতে থাকলে দরকারের সময় অনেক অসুবিধা হয়।,Literal
আপনার বিষয়ে যা খুসি করা যায়; তাতে কারো কিছু বলার থাকে না; নিজের ভাল সবাই বোঝে।,Literal
জেনেশুনে নির্বুদ্ধিতায় নিজের ক্ষতি করে।,Literal
নিজের বেলায় কড়াকড়ি; পরের বেলায় কিছু না।,Literal
যার নিজের অন্নের সংস্থান নেই তার পক্ষে অন্যকে সাহায্য করা অসম্ভব।,Literal
"নিজের স্বার্থ বিলক্ষণ বোঝা; নিজের জন্য সুবিধাজনক ব্যবস্থা, পরের বেলায় বিপরীত; পাঠান্তর- 'আপনার বেলায় ছকড়ায় গণ্ডা, পরের বেলায় তিনকড়ায় গণ্ডা'।",Literal
আপনার ভাল সবাই বোঝে; যার সামান্য বুদ্ধি আছে সেও স্বার্থটা ভালো বোঝে।,Literal
"নিজের আয়নায় পরকে দেখা; গুণী কোন নির্গুণ খুঁজে পায় না, নির্গুণ আবার কোন গুণী খুঁজে পায় না; সমতুল্য- 'আত্মবৎ মন্যতে জগৎ'।",Literal
নিজের ক্ষতি নিজেই করে।,Literal
নিজেকে দিয়ে পরের বিচার করা; নিজের আয়নায় পরকে দেখা।,Literal
আত্মসম্মান নিজের হাতে; নিজের মান নিজেকেই বাঁচাতে হয়; ঘরের কথা বাইরে যে বলে সে আহাম্মক; পাঠান্তর- 'আপনার মান আপনার কাছে/হাত'।,Literal
জেনেশুনে নিজের সর্বনাশ করা।,Literal
"পরেরটা নষ্ট হয় হোক, নিজেরটা ভালো থাকলেই হল।",Literal
"নিজের বেলায় সবটাই নেবো, পরের বেলায় কিছু দেবো না।",Literal
নিজের জিনিস অন্যের জিনিসের তুলনায় মুল্যবান মনে হয়।,Literal
আত্মপ্রশংসা মান্যতা পায় না।,Literal
"যে আচরণ অপরকে শেখাবে তা নিজে আগে শেখ; নিজে আচরণ করে পরকে অনুপ্রাণিত করতে হয়; যা নিজে মানো না তা অপরকে শেখাতে যেও না; সমতুল্য- 'উপদেশ অপেক্ষা উদাহরণ/দৃষ্টান্ত ভাল'; বিরুদ্ধ উক্তি- 'যা বলি তাই কর, যা করি তাই করো না'।",Literal
অন্যের দয়ায় বেঁচে থেকে অন্যকে সাহায্য করার চেষ্টা; নিজের আয় দিয়ে নিজের চলে না; অথচ অন্যের জন্য খরচ করে; আহাম্মকের রকম-ফের; পাঠান্তর- আপনি ঠাকুর ভাত পায় না শঙ্করাকে ডাকে; 'আপনি শুতে ঠাঁই পায় না শঙ্করাকে ডাকে'।,Literal
"যেখানে নিজের অনুরোধ রক্ষা হয় না সেখানে অপরকে দিয়ে কোন কাজ করার চেষ্টা; যখন আগে থেকেই অনুমান করা যায় যে কারো প্রচেষ্ঠা ব্যর্থ হবে, তখন তার প্রচেষ্টাকে ব্যঙ্গ করে এই প্রবাদ বলা হয়; সমতুল্য-'মনিব গেলে ঘোল পায় না বেঁশোকে পাঠায় দুধের তরে'।",Literal
নিজে সন্তুষ্ট থাকলে জগৎ সন্তুষ্ট থাকে।,Literal
বাউলের ভাববাদী দর্শন; এই সংসার পাগলের মেলা।,Literal
অবিবেচনাপ্রসূত কাজ।,Literal
নিজে মন্দ হয়েও অপরকে মন্দ বলে-এমন নীচব্যক্তির প্রতি বক্রোক্তি।,Literal
"আত্মরক্ষাই সর্বশ্রেষ্ঠ ধর্ম; নিজের জীবনের মূল্য অন্য সবকিছু থেকে বেশি; নিজের স্বার্থ দেখা বা নিজেকে বাঁচিয়ে চলা উচিত; সমতুল্য-'আগে ঘর পরে পর, ঘর সামলে পরকে ধর'; 'আত্ম রেখে ধর্ম তবে পিতৃকর্ম';'চাচা আপন প্রাণ বাঁচা' ইত্যাদি।",Literal
নিজে ভালো হলোে অন্যরাও ভালো হয়।,Literal
